title	author	editor	pub	pubplace	date	edition	vols	pages	url	ia_url
 اللغة العالية؛ العربية الصحيحة للمذيع والمراسل ولكل صحفي (طبعة منقحة)	 عارف حجاوي		 دار مدارات للأبحاث والنشر 	 القاهرة	 2022م	 الأولى	 1 	 640 	https://www.lisanarb.com/2024/02/pdf_138.html	
 اللغة العالية (ط ثانية) العربية الصحيحة للمذيع والمراسل ولكل صحفى	 عارف حجاوي		 قطاع ضبط الجودة والمعايير التحريرية في شبكة الجزيرة الإعلامية	 قطر	 2019م	 الثانية	 1 	 382 	https://www.lisanarb.com/2024/02/pdf_243.html	https://archive.org/download/lis_m148/lisanarb.com_m4804.pdf https://archive.org/stream/lis_m148/lisanarb.com_m4804#mode/2up 
 المقتضب من كتاب تحفة القادم	 ابن الأبار، أبو عبد الله محمد بن أبي بكر (ت 658هـ)	 د. إبراهيم الإبياري	 دار الكتاب المصرى و دار الكتاب اللبنانى	 القاهرة - بيروت	 1410هـ ، 1989م	 الثانية	 1 	 256 	https://www.lisanarb.com/2024/02/pdf_266.html	https://archive.org/download/lis_m134/lisanarb.com_m3410.pdf https://archive.org/download/lis_a3m26/lis_a3m2606.pdf https://archive.org/stream/lis_m134/lisanarb.com_m3410#mode/2up 
 الغصون اليانعة في محاسن شعراء المائة السابعة (مفهرس)	 ابن سعيد المغربي, أبو الحسن على بن موسى الأندلسى (ت 685هـ)	 د. إبراهيم الإبياري	 دار المعارف للنشر والتوزيع	 مصر 	 1945م	 الأولى	 2 تم دمجهما في مجلد واحد	 198 	https://www.lisanarb.com/2024/02/pdf_218.html	https://archive.org/download/lis_m136/lisanarb.com_m3610.pdf https://archive.org/stream/lis_m136/lisanarb.com_m3610#mode/2up 
 الصلة	 ابن بشكوال (ت 578هـ)	 د. إبراهيم الإبياري	 دار الكتاب المصرى و دار الكتاب اللبنانى	 القاهرة - بيروت	 1410هـ ، 1989م	 الثانية	 3 تم دمجها في مجلد واحد للتسلسل	 1025	https://www.lisanarb.com/2024/02/pdf_798.html	https://archive.org/download/lis_m134/lisanarb.com_m3401.pdf https://archive.org/download/lis_and13/lis_and1302.pdf https://archive.org/stream/lis_m134/lisanarb.com_m3401#mode/2up 
 التكملة لكتاب الصلة	 ابن الأبار،  أبو عبد الله محمد بن أبي بكر (ت 658هـ)	 د. إبراهيم الإبياري	 دار الكتاب المصرى و دار الكتاب اللبنانى	 القاهرة - بيروت	 1410هـ ، 1989م	 الأولى	 1 	 248 	https://www.lisanarb.com/2024/02/pdf_784.html	https://archive.org/download/lis_m132/lisanarb.com_m3209.pdf https://archive.org/download/lis_a3m25/lis_a3m2503.pdf https://archive.org/stream/lis_m132/lisanarb.com_m3209#mode/2up 
 الأنباه على قبائل الرواة (مفهرس)	 ابن عبد البر, أبو عمر يوسف بن عبد الله بن عبد البر النمري القرطبي (ت 463هـ)	 د. إبراهيم الإبياري	 دار الكتاب العربي	 بيروت	 1405هـ ، 1985م	 الثانية	 1 	 174 	https://www.lisanarb.com/2024/02/pdf_115.html	https://archive.org/download/lis_m132/lisanarb.com_m3208.pdf https://archive.org/download/lis_ak214/lis_ak21407.pdf https://archive.org/stream/lis_m132/lisanarb.com_m3208#mode/2up 
 أزهار الرياض في أخبار عياض (مفهرس)	 أحمد بن محمد المقري التلمسانى (ت 1041هـ)	 الأجزاء 1-2-3	 مطبعة لجنة التأليف والترجمة والنشر	 القاهرة	 1358هـ ، 1939م	 الأولى	 4 		https://www.lisanarb.com/2024/02/pdf_963.html	https://archive.org/download/lis_m132/lisanarb.com_m3201.pdf https://archive.org/download/lis_m132/lisanarb.com_m3202.pdf https://archive.org/download/lis_m132/lisanarb.com_m3203.pdf https://archive.org/download/lis_m132/lisanarb.com_m3204.pdf https://archive.org/download/lis_m132/lisanarb.com_m3205.pdf https://archive.org/download/alfirdwsiy2018_gmail_0607_201808/0607%20-%20%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D8%AC%D9%85%20-%20%D8%A3%D8%B2%D9%87%D8%A7%D8%B1%20%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%20%D9%81%D9%8A%20%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%20%D8%B9%D9%8A%D8%A7%D8%B6%20-%20%D8%A3%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D9%85%D8%AD%D9%85%D8%AF%20%D8%A7%D9%84%D9%85%D9%82%D8%B1%D9%8A%20%D8%A7%D9%84%D8%AA%D9%84%D9%85%D8%B3%D8%A7%D9%86%D9%8A%20%D8%B4%D9%87%D8%A7%D8%A8%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%20%D9%83%D8%AA%D8%A7%D8%A8%20%D8%A7%D9%82%D8%B1%D8%A7%20%20%D8%A7%D9%88%D9%86%D9%84%D8%A7%D9%8A%D9%86%20%20.pdf https://archive.org/stream/alfirdwsiy2018_gmail_0607_201808#mode/2up 
 أخبار مجموعة فى فتح الأندلس وذكر أمرائها رحمهم الله والحروب الواقعة بها بينهم	 ابن الأبار،  أبو عبد الله محمد بن أبي بكر (ت 658هـ)	 د. إبراهيم الإبياري	 دار الكتاب المصرى و دار الكتاب اللبنانى	 القاهرة - بيروت	 1410هـ ، 1989م	 الثانية	 1 	 174 	https://www.lisanarb.com/2024/02/pdf_602.html	https://archive.org/download/lis_m132/lisanarb.com_m3206.pdf https://archive.org/download/lis_and13/lis_and1301.pdf https://archive.org/stream/lis_m132/lisanarb.com_m3206#mode/2up 
 المطرب من أشعار أهل المغرب	 ابن دحية, ذي النسبين أبي الخطاب عمر بن حسن الكلبي (ت 633هـ)	 أ . إبراهيم الإبياري و د. حامد عبد المجيد و د. أحمد أحمد بدوي	 دار العلم للجميع للنشر والتوزيع	 بيروت 	 1374هـ ، 1955م	 الأولى	 1 	 364 	https://www.lisanarb.com/2024/02/pdf_509.html	https://archive.org/download/lis_m134/lisanarb.com_m3406.pdf https://archive.org/stream/lis_m134/lisanarb.com_m3406#mode/2up 
 المطرب من أشعار أهل المغرب (ملون)	 ابن دحية, ذي النسبين أبي الخطاب عمر بن حسن الكلبي (ت 633هـ)	 أ . إبراهيم الإبياري و د. حامد عبد المجيد و د. أحمد أحمد بدوي	 المطبعة الأميرية	 القاهرة	 1373هـ ، 1954م	 الأولى	 1 	 374 	https://www.lisanarb.com/2024/02/pdf_764.html	https://archive.org/download/lis_m134/lisanarb.com_m3407.pdf https://archive.org/stream/lis_m134/lisanarb.com_m3407#mode/2up 
 أطلس حضارات العالم القديمة (ملون)	 الدكتور سيف الدين الكاتب	 عماد الدين أفندي - سائر بصمه	 دار الشرق العربي للنشر والتوزيع	 سوريا	 1437هـ ، 2016م	 2 	 1 	 162	https://www.lisanarb.com/2024/02/pdf_296.html	https://archive.org/download/lis_as11/lisanarb.com_as1104.pdf https://archive.org/stream/lis_as11/lisanarb.com_as1104#mode/2up 
 أطلس تاريخ العرب والإسلام (ملون) (دار الشرق)	 الدكتور سيف الدين الكاتب		 دار الشرق العربي للنشر والتوزيع	 سوريا - لبنان	 1435هـ ، 2014م	 6 	 1 	 162 	https://www.lisanarb.com/2024/02/pdf_882.html	https://archive.org/download/lis_as11/lisanarb.com_as1102.pdf https://archive.org/download/20211220_20211220_0924/%D8%A3%D8%B7%D9%84%D8%B3%20%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE%20%D8%A7%D9%84%D8%AD%D8%B6%D8%A7%D8%B1%D8%A7%D8%AA%20%2C%2C%20%D8%A3%D8%B7%D9%84%D8%B3%20%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%20%D9%88%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%20%D8%8C%20%D8%B7%20%D8%AF%D8%A7%D8%B1%20%D8%A7%D9%84%D8%B4%D8%B1%D9%82%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A.pdf https://archive.org/stream/lis_as11/lisanarb.com_as1102#mode/2up 
 أطلس تاريخ العالم القديم والمعاصر (دار الشرق)	 هاني خيرو أبو غضيب		 دار الشرق العربي للنشر والتوزيع	 سوريا	 2015م	 الأولى	 1 	 128 	https://www.lisanarb.com/2024/02/pdf_615.html	
 أطلس تاريخ الجزائر (دار الشرق)	 عادل انور خضر	 الاستاذ ناجي يحيى	 دار الشرق العربي للنشر والتوزيع	 سوريا	 2015م	 الأولى	 1 	 160 	https://www.lisanarb.com/2024/02/pdf_780.html	
 أطلس العصر النبوي وعصر الخلافة الراشدة سياق الأحداث, وتجليات الحضارة (دار الشرق)	 الدكتور سيف الدين الكاتب	 محمد قجة - محمد محفل - جلال بكداش - محمد وحيد خياطة	 دار الشرق العربي للنشر والتوزيع	 سوريا	 2016م	 6 	 1 	 160 	https://www.lisanarb.com/2024/02/pdf_167.html	
 أطلس التاريخ القديم (دار الشرق)	 الدكتور سيف الدين الكاتب		 دار الشرق العربي للنشر والتوزيع	 سوريا	 2016م	 7 	 1 	 160 	https://www.lisanarb.com/2024/02/pdf_314.html	
 أطلس التاريخ الحديث (نسخة مفهرسة وقابلة للبحث)	 الدكتور سيف الدين الكاتب		 دار الشرق العربي للنشر والتوزيع	 سوريا	 1433هـ ، 2012م	 5	 1 	 162 	https://www.lisanarb.com/2024/02/pdf_136.html	https://archive.org/download/lis_as11/lisanarb.com_as1101.pdf https://archive.org/stream/lis_as11/lisanarb.com_as1101#mode/2up 
 نوار في بلاد العجائب	 قسم الترجمة والتأليف بالدار		 دار الشرق العربي للنشر والتوزيع	 بيروت	 2014م	 الأولى	 1 	 14 	https://www.lisanarb.com/2024/02/pdf_954.html	https://archive.org/download/lis_an103/lisanarb.com_an1309.pdf https://archive.org/stream/lis_an103/lisanarb.com_an1309#mode/2up 
 عقلة الأصبع	 قسم الترجمة والتأليف بالدار		 دار الشرق العربي للنشر والتوزيع	 بيروت	 2014م	 الأولى	 1 	 16 	https://www.lisanarb.com/2024/02/pdf_617.html	https://archive.org/download/lis_an103/lisanarb.com_an1308.pdf https://archive.org/stream/lis_an103/lisanarb.com_an1308#mode/2up 
 سندريلا	 قسم الترجمة والتأليف بالدار		 دار الشرق العربي للنشر والتوزيع	 بيروت	 2014م	 الأولى	 1 	 15 	https://www.lisanarb.com/2024/02/pdf_404.html	https://archive.org/download/lis_an103/lisanarb.com_an1307.pdf https://archive.org/stream/lis_an103/lisanarb.com_an1307#mode/2up 
 رحلات جيلفر الثلاث	 قسم الترجمة والتأليف بالدار		 دار الشرق العربي للنشر والتوزيع	 بيروت	 2014م	 الأولى	 1 	 16 	https://www.lisanarb.com/2024/02/pdf_498.html	https://archive.org/download/lis_an103/lisanarb.com_an1306.pdf https://archive.org/stream/lis_an103/lisanarb.com_an1306#mode/2up 
 حورية الماء الصغيرة	 قسم الترجمة والتأليف بالدار		 دار الشرق العربي للنشر والتوزيع	 بيروت	 2014م	 الأولى	 1 	 16 	https://www.lisanarb.com/2024/02/pdf_388.html	https://archive.org/download/lis_an103/lisanarb.com_an1305.pdf https://archive.org/stream/lis_an103/lisanarb.com_an1305#mode/2up 
 الفتاة ذات الشعر الطويل	 قسم الترجمة والتأليف بالدار		 دار الشرق العربي للنشر والتوزيع	 بيروت	 2014م	 الأولى	 1 	 15 	https://www.lisanarb.com/2024/02/pdf_337.html	https://archive.org/download/lis_an103/lisanarb.com_an1304.pdf https://archive.org/stream/lis_an103/lisanarb.com_an1304#mode/2up 
 الرجل الضاحك	 قسم الترجمة والتأليف بالدار		 دار الشرق العربي للنشر والتوزيع	 بيروت	 2014م	 الأولى	 1 	 16 	https://www.lisanarb.com/2024/02/pdf_914.html	https://archive.org/download/lis_an103/lisanarb.com_an1303.pdf https://archive.org/stream/lis_an103/lisanarb.com_an1303#mode/2up 
 الحيوانات الثلاث	 قسم الترجمة والتأليف بالدار		 دار الشرق العربي للنشر والتوزيع	 بيروت	 2014م	 الأولى	 1 	 1 	https://www.lisanarb.com/2024/02/pdf_643.html	https://archive.org/download/lis_an103/lisanarb.com_an1302.pdf https://archive.org/stream/lis_an103/lisanarb.com_an1302#mode/2up 
 الأميرة والبجعات الثلاثة	 قسم الترجمة والتأليف بالدار		 دار الشرق العربي للنشر والتوزيع	 بيروت	 2014م	 الأولى	 1 	 14 	https://www.lisanarb.com/2024/02/pdf_464.html	https://archive.org/download/lis_an103/lisanarb.com_an1301.pdf https://archive.org/stream/lis_an103/lisanarb.com_an1301#mode/2up 
 طبقات الفقهاء الشافعيين (دار الوفاء)	 ابن كثير؛ أبو الفداء إسماعيل بن كثير القرشي الدمشقي (ت 774هـ)	 أنور الباز		 مصر	 1425هـ ، 2004م	 الأولى 	 2	 836 	https://www.lisanarb.com/2024/02/pdf_120.html	https://archive.org/download/lis_q143/lisanarb.com_q4310.pdf https://archive.org/download/lis_q143/lisanarb.com_q4311.pdf https://archive.org/download/lis_q143/lisanarb.com_q4312.pdf https://archive.org/download/FP171608/00_171608.pdf https://archive.org/download/FP171608/01_171608.pdf https://archive.org/download/FP171608/02_171609.pdf https://archive.org/stream/lis_q143/lisanarb.com_q4310#mode/2up https://archive.org/stream/lis_q143/lisanarb.com_q4311#mode/2up https://archive.org/stream/lis_q143/lisanarb.com_q4312#mode/2up 
 طبقات الشافعية (دار المدار)	 ابن كثير؛ أبو الفداء إسماعيل بن كثير القرشي الدمشقي (ت 774هـ)	 عبد الحفيظ منصور		 بيروت	 2003م	 الأولى 	 2 	 964 	https://www.lisanarb.com/2024/02/pdf_311.html	https://archive.org/download/lis_q146/lisanarb.com_q4604.pdf https://archive.org/download/waq66560/66560.pdf https://archive.org/stream/lis_q146/lisanarb.com_q4604#mode/2up 
 بلوغ الغاية في مختصر البداية والنهاية (دار العصماء)	 ابن كثير؛ أبو الفداء إسماعيل بن كثير القرشي الدمشقي (ت 774هـ)	 عبد اللطيف نجم		 سوريا	 2022م	 2 	 2 	 900 	https://www.lisanarb.com/2024/02/pdf_760.html	
 صحيح معجزات النبى صلى الله عليه وسلم	 ابن كثير؛ أبو الفداء إسماعيل بن كثير القرشي الدمشقي (ت 774هـ)	 محمد أحمد عيسى		 مصر	 2008م	 الأولى 	 1 	 416 	https://www.lisanarb.com/2024/02/pdf_206.html	
 صحيح السيرة النبوية	 ابن كثير؛ أبو الفداء إسماعيل بن كثير القرشي الدمشقي (ت 774هـ)			 عمان	 1421هـ	 الأولى 	 1 	 263 	https://www.lisanarb.com/2024/02/pdf_510.html	https://archive.org/download/lis_q146/lisanarb.com_q4601.pdf https://archive.org/download/FP48032/48032.pdf https://archive.org/stream/lis_q146/lisanarb.com_q4601#mode/2up 
 حجة الوداع	 ابن كثير؛ أبو الفداء إسماعيل بن كثير القرشي الدمشقي (ت 774هـ)	 خالد أبو صالح		 	 1416هـ ، 1996م	 الأولى 	 1 	 355 	https://www.lisanarb.com/2024/02/pdf_132.html	https://archive.org/download/lis_q146/lisanarb.com_q4602.pdf https://archive.org/download/27021waq/27021.pdf https://archive.org/stream/lis_q146/lisanarb.com_q4602#mode/2up 
 الشمائل البنيوية (دار ابن كثير)	 ابن كثير؛ أبو الفداء إسماعيل بن كثير القرشي الدمشقي (ت 774هـ)	 د. محيي الدين مستو			 2020م	 الأولى 	 1 	 624 	https://www.lisanarb.com/2024/02/pdf_245.html	
