title	author	editor	pub	pubplace	date	edition	vols	pages	url	ia_url
 الصاحبي (ط. الحلبي)	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 أحمد صقر	 مطبعة عيسى البابي الحلبي وشركاه	 القاهرة	 1414هـ ، 1993م	 الأولى	 1 	 492 	https://www.lisanarb.com/2024/08/pdf_845.html	 https://archive.org/download/lis_ar018/lisanarb.com_ar1806.pdf  https://archive.org/stream/lis_ar018/lisanarb.com_ar1806#mode/2up 
 الصاحبي ، في فقه اللغة العربية ومسائلها وسنن العرب في كلامها	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 أحمد حسن بسج	 دار الكتب العلمية للطباعة والنشر والتوزيع	 بيروت	 1418هـ ، 1997م	 الأولى	 1 	 238 	https://www.lisanarb.com/2024/08/pdf_106.html	https://archive.org/download/lis_ar018/lisanarb.com_ar1807.pdf  https://archive.org/stream/lis_ar018/lisanarb.com_ar1809#mode/2up 
 الصاحبي, في فقه اللغة العربية ومسائلها وسنن العرب في كلامها	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 الدكتور عمر الفاروق الطباع	 مكتبة المعارف للطباعة والنشر والتوزيع	 بيروت	 1414هـ ، 1993م	 الأولى	 1 	 276 	https://www.lisanarb.com/2024/08/pdf_569.html	 https://archive.org/download/lis_ar018/lisanarb.com_ar1808.pdf  https://archive.org/stream/lis_ar018/lisanarb.com_ar1808#mode/2up 
 الصاحبي ؛ في فقه اللغة العربية ومسائلها وسنن العرب في كلامها	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 أحمد حسن بسج	 دار الكتب العلمية للطباعة والنشر والتوزيع	 بيروت	 1418هـ ، 1997م	 الأولى	 1 	 238 	https://www.lisanarb.com/2024/08/pdf_883.html	 https://archive.org/download/lis_ar018/lisanarb.com_ar1807.pdf  https://archive.org/stream/lis_ar018/lisanarb.com_ar1807#mode/2up 
 الصاحبي ، في فقه اللغة العربية وسنن العرب في كلامها	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 المكتبة السلفية	 المكتبة السلفية - مطبعة المؤيد	 القاهرة	 1328هـ ، 1910م	 الأولى	 1 	 272 	https://www.lisanarb.com/2024/08/pdf_288.html	 https://archive.org/download/lis_ar018/lisanarb.com_ar1810.pdf  https://archive.org/stream/lis_ar018/lisanarb.com_ar1810#mode/2up 
 ترتيب مقاييس اللغة	 أبو الحسين أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 الدكتور عبد السلام محمد هارون	 مركز دراسات الحوزة والجامعة والنشر والتوزيع		 1399هـ ، 1979م	 الأولى	 1 	 1208 	https://www.lisanarb.com/2024/08/pdf_982.html	 https://archive.org/download/lis_q123/lisanarb.com_q2309.pdf  https://archive.org/stream/lis_q123/lisanarb.com_q2309#mode/2up 
 المذكر والمؤنث (ط الخانجي)	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 الدكتور رمضان عبد التواب	 مكتبة الخانجي للطباعة والنشر والتوزيع	 القاهرة	 1969م	 الأولى	 1 	 76  	https://www.lisanarb.com/2024/08/pdf_566.html	 https://archive.org/download/lis_q123/lisanarb.com_q2307.pdf  https://archive.org/stream/lis_q123/lisanarb.com_q2307#mode/2up 
 أوجز السير لخير البشر	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	  محمد محمود حمدان	 دار الرشاد للطباعة والنشر والتوزيع	 القاهرة 	 1413هـ ، 1993م	 الأولى	 1 	 180 	https://www.lisanarb.com/2024/08/pdf_809.html	 https://archive.org/download/lis_q123/lisanarb.com_q2308.pdf  https://archive.org/stream/lis_q123/lisanarb.com_q2308#mode/2up 
 أسماء رسول الله صلى الله عليه وسلم ومعانيها	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 ماجد الذهبي	 مركز المخطوطات والتراث والوثائق	 الكويت	 1409هـ/ 1989م	 الأولى	 1 	 12 	https://www.lisanarb.com/2024/08/pdf_189.html	 https://archive.org/download/lis_q123/lisanarb.com_q2302.pdf  https://archive.org/stream/lis_q123/lisanarb.com_q2302#mode/2up 
 الليل والنهار (دار المؤرخ)	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 حامد الخفاف	 دار المؤرخ العربى للطباعة والنشر والتوزيع	 بيروت	 1413هـ , 1993م 	 الأولى	 1 	 49 	https://www.lisanarb.com/2024/08/pdf_150.html	https://archive.org/download/lis_ad8/lis_ad0812.pdf  https://archive.org/stream/lis_ad08/lis_ad0812#mode/2up 
 الإتباع والمزاوجة	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 محمد أديب عبد الواحد جمران	 منشورات وزارة الثقافة فى سوريا	 دمشق	 1995م	 الأولى	 1 	 182 	https://www.lisanarb.com/2024/08/pdf_811.html	 https://archive.org/download/lis_q123/lisanarb.com_q2304.pdf  https://archive.org/stream/lis_q123/lisanarb.com_q2304#mode/2up 
 الإتباع والمزاوجة (مفهرس)	 أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 كمال مصطفى	 مطبعة السعادة للطباعة والنشر والتوزيع	 القاهرة	 1366هـ ، 1947م	 الأولى	 1 	 100 	https://www.lisanarb.com/2024/08/pdf_767.html	 https://archive.org/download/lis_q123/lisanarb.com_q2305.pdf  https://archive.org/stream/lis_q123/lisanarb.com_q2305#mode/2up 
 معجم مقاييس اللغة (ط الأعلمي)	 أبو الحسين أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 الدكتور إبراهيم شمس الدين	 شركة الأعلمي للمطبوعات	 بيروت	 2012م	 الأولى	 1 	 1000 	https://www.lisanarb.com/2024/08/pdf_380.html	
 معجم مقاييس اللغة (دار أحياء التراث)	 أبو الحسين أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 محمد عوض مرعب | فاطمة محمد أصلان	 دار إحياء التراث للطباعة والنشر والتوزيع	 بيروت	 2024 م | 1445 هـ	 2 	 1 	 1106 	https://www.lisanarb.com/2024/08/pdf_443.html	
 معجم مقاييس اللغة (ط العلمية)	 أبو الحسين أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للطبع والنشر والتوزيع	 بيروت	 2011م	 3 	 2 	 1328 	https://www.lisanarb.com/2024/08/3-pdf_10.html	
 معجم مقاييس اللغة (ط الحلبي)	 أبو الحسين أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 الدكتور عبد السلام محمد هارون	 مصطفى البابي الحلبي للطبع والنشر والتوزيع		 1980م	 3 	 6 	 2932 	https://www.lisanarb.com/2024/08/pdf_884.html	
 معجم مقاييس اللغة (ط أحياء التراث)	 أبو الحسين أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 محمد عوض مرعب | فاطمة محمد أصلان	 دار إحياء التراث العربي للطباعة والنشر والتوزيع	 بيروت	 2001م	 الأولى	 1 	 1106 	https://www.lisanarb.com/2024/08/pdf_836.html	
 معجم مقاييس اللغة (دار عالم الكتب)	 أبو الحسين أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 الدكتور عبد السلام محمد هارون	 دار عالم الكتب للطباعة والنشر والتوزيع	 الرياض ، المملكة العربية السعودية	 1999 م | 1420 هـ	 الأولى	 6 	 2931 	https://www.lisanarb.com/2024/08/pdf_909.html	
 معجم مقاييس اللغة (دار الجيل)	 أبو الحسين أحمد بن فارس بن زكريا القزويني الرازي (ت 395هـ)	 الدكتور عبد السلام محمد هارون	 دار الجيل للطبع والنشر والتوزيع	 بيروت	 1999م	 الأولى	 6 	 2938 	https://www.lisanarb.com/2024/08/pdf_757.html	
 حركة القافية في شعر الأصمعيات (دراسة تحليلية تطبيقية)	 الأستاذ الدكتور عبد العالم محمد القريدي		 دار غريب للطباعة والنشر	 القاهرة 	 2012م	 الأولى	 1 	 120 	https://www.lisanarb.com/2024/08/pdf_603.html	
 ثلاثة كتب في الأضداد ويليها (ذيل في الأضداد للصنعاني)		 الدكتور اوغست هفنر	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2007م	 الأولى	 1 	 304 	https://www.lisanarb.com/2024/08/pdf_936.html	
 تاريخ العرب قبل الإسلام (دار سلونى)	 أبو سعيد الأصمعي، عبد الملك بن قريب بن أصمع (ت 216هـ)	 الشيخ محمد حسن آل ياسين	 مؤسسة البلاغ للنشر والتوزيع		 2004م	 الأولى	 1 	 151 	https://www.lisanarb.com/2024/08/pdf_626.html	
 تاريخ العرب قبل الإسلام (دار الوراق)	 أبو سعيد الأصمعي، عبد الملك بن قريب بن أصمع (ت 216هـ)	 الشيخ محمد حسن آل ياسين	 						https://www.lisanarb.com/2024/08/pdf_319.html	
 المنتقى من أخبار الأصمعي (دار طلاس)	 أبي محمد عبد الله بن أحمد الربعي (ت 329 هـ)	 محمد مطيع الحافظ	 دار طلاس للدراسات والنشر		 1987م	 الأولى	 1 	 201 	https://www.lisanarb.com/2024/08/pdf_382.html	
 القلب والإبدال	 أبو سعيد الأصمعي، عبد الملك بن قريب بن أصمع (ت 216هـ)	 صفاء صابر مجيد البياتي	 دار مداد  للنشر والتوزيع		 2019م	 الأولى	 1 	 240 	https://www.lisanarb.com/2024/08/pdf_593.html	
 القصيدة الجاهلية في الاصمعيات	 الأستاذ الدكتور علي الغريب محمد الشناوي		 مكتبة الآداب للنشر والتوزيع	 القاهرة 	 2006م	 الأولى	 1 	 164 	https://www.lisanarb.com/2024/08/pdf_424.html	
 السير وسير الملوك	 أبو سعيد الأصمعي، عبد الملك بن قريب بن أصمع (ت 216هـ)	 الدكتور خالد السويدي - الأستاذ محمد حسين	 نور حوران للدراسات والنشر والتراث		 2021م	 الأولى	 2 		https://www.lisanarb.com/2024/08/pdf_627.html	
 الجملة في الأصمعيات, أقسامها وأنماطها	 الدكتور عصام كاظم الغالبي		 دار أمل الجديدة للطباعة والنشر والتوزيع		 2019م	 الأولى	 1 	 384 	https://www.lisanarb.com/2024/08/pdf_907.html	
 البناء اللغوي للشعر العربي, الأصمعيات أنموذجاً	 الأستاذ الدكتور عصام كاظم الغالبي		 دار الرضوان للنشر والتوزيع		 2019م	 الأولى	 1 	 384 	https://www.lisanarb.com/2024/08/pdf_960.html	
 غنيمة المؤمن من مختصر مسلم (دار اليسر)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)		 مركز البيان للنشر والتوزيع | الرياض	 الرياض - المدينة المنورة	 2015 م | 1436 هـ	 الأولى	 1 	 646 	https://www.lisanarb.com/2024/08/pdf_340.html	
 علل الحديث في كتاب صحيح مسلم (دار الصميعي)	 ابن عمار الشهيد، أبو الفضل محمد بن أبي الحسين (ت 317 هـ)	 أبو النضر خالد بن خليل الدرهمي القيسي	 دار الصميعي للطباعة والنشر	 الرياض ، المملكة العربية السعودية	 2009 م | 1430 هـ	 الأولى	 1 	 216 	https://www.lisanarb.com/2024/08/pdf_729.html	
 علل أحاديث صحيح مسلم بن الحجاج القشيرى (ط الفاروق)	 ابن عمار الشهيد، أبو الفضل محمد بن أبي الحسين (ت 317 هـ)	 أبو عمر محمد بن على الأزهرى	 الفاروق الحديثة للطباعة والنشر		 2012م	 الأولى	 1 	 126 	https://www.lisanarb.com/2024/08/pdf_595.html	
 صحيح مسلم (ط العلمية)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)	 أحمد شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت 	 2013م	 الأولى	 5 	 2288 	https://www.lisanarb.com/2024/08/2013-pdf.html	
 صحيح مسلم ط 3 (دار المعرفة)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)		 دار المعرفة للنشر والتوزيع		 2010م	 الثالثة	 1 	 1485 	https://www.lisanarb.com/2024/08/3-pdf.html	
 صحيح مسلم ط 2 (دار التاصيل)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)	 مركز البحوث وتقنية المعلومات	 دار التأصيل للنشر والتوزيع		 2018م	 2 	 1 	 1552 	https://www.lisanarb.com/2024/08/2-pdf.html	
 صحيح مسلم بشرح النووي (دار الغد)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)	 محمد  بيومي	 دار الغد الجديد للنشر والتوزيع	 بيروت القاهرة	 2008م	 الأولى	 10 	 4110 	https://www.lisanarb.com/2024/08/pdf_369.html	
 صحيح مسلم بشرح الإمام النووي المسمى المنهاج شرح صحيح مسلم بن الحجاج (دار الفيحاء)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)	 موفق مرعي	 دار الفيحاء للنشر والتوزيع		 2010م	 الأولى	 6 	 1756 	https://www.lisanarb.com/2024/08/pdf_178.html	
 صحيح مسلم المسمى الجامع الصحيح (دار الجيل)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)		 دار الجيل للطبع والنشر والتوزيع		 2009م	 الأولى	 1 	 1232 	https://www.lisanarb.com/2024/08/pdf_723.html	
 الإتقان في النحو وإعراب القرآن (عالم الكتب)	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع	 إربد، الأردن	 2010م	 الأولى	 أربعة أجزاء 		https://www.lisanarb.com/2024/08/pdf_789.html	https://archive.org/download/lis_m184/lisanarb.com_m8401.pdf https://archive.org/download/lis_m184/lisanarb.com_m8402.pdf https://archive.org/download/lis_m184/lisanarb.com_m8403.pdf https://archive.org/download/lis_m184/lisanarb.com_m8404.pdf https://archive.org/stream/lis_m184/lisanarb.com_m8401#mode/2up https://archive.org/stream/lis_m184/lisanarb.com_m8402#mode/2up https://archive.org/stream/lis_m184/lisanarb.com_m8403#mode/2up https://archive.org/stream/lis_m184/lisanarb.com_m8404#mode/2up 
 نظرية النحو الكلي والتراكيب اللغوية العربية، دراسات تطبيقية	 الأستاذ الدكتور حسام البهنساوي		 مكتبة الثقافة الدينية للنشر والتوزيع	 القاهرة	 1425هـ ، 2004م 	 الأولى	 1 	 119 	https://www.lisanarb.com/2024/08/pdf_576.html	https://archive.org/download/lis_n40/lisanarb.com_n4009.pdf  https://archive.org/stream/lis_n40/lisanarb.com_n4009#mode/2up 
 نظرية النحو العربي فى ضوء مناهج النظر اللغوى الحديث	 الأستاذ الدكتور نهاد الموسى		 المؤسسة العربية للدراسات والنشر		 1400هـ ، 1980م	 الأولى	 1 	 120 	https://www.lisanarb.com/2024/08/pdf_832.html	 https://archive.org/download/lis_n82/lisanarb.com_n8209.pdf  https://archive.org/stream/lis_n82/lisanarb.com_n8209#mode/2up 
 نظرية العامل في النحو العربي؛ عرضاً ونقداً	 وليد عاطف الأنصاري		 دار الكتاب الثقافي للنشر والتوزيع والدعاية والإعلان	 إربد، الأردن	 1435هـ , 2014م	 الثانية 	 1 	 208 	https://www.lisanarb.com/2024/08/pdf_679.html	 https://archive.org/download/lis_n40/lisanarb.com_n4006.pdf  https://archive.org/stream/lis_n40/lisanarb.com_n4006#mode/2up 
 نظرية العامل في النحو العربي؛ تقعيد وتطبيق	 الأستاذ الدكتور رياض بن حسن الخوام		 مجمع اللغة العربية على الشبكة العالمية		 1435هـ , 2014م 	 الأولى	 1 	 96 	https://www.lisanarb.com/2024/08/pdf_389.html	 https://archive.org/download/lis_n40/lisanarb.com_n4004.pdf  https://archive.org/stream/lis_n40/lisanarb.com_n4004#mode/2up 
 نظرية العامل في النحو العربي (دراسة تأصيلية وتركيبية)	 الأستاذ الدكتور مصطفى بن حمزة		 مطبعة النجاح الجديدة للنشر والتوزيع	 الدار البيضاء	 1425هـ ، 2004م	 الأولى	 1 	 449 	https://www.lisanarb.com/2024/08/pdf_46.html	 https://archive.org/download/lis_n40/lisanarb.com_n4005.pdf  https://archive.org/stream/lis_n40/lisanarb.com_n4005#mode/2up 
 شرح التعريف بضروري التَّصريف (دار الفكر)	 ابن إياز, جمال الدين أبو محمد الحسين بن بدر البغدادي (ت 681 هـ)	 الأستاذ الدكتور هادي نهر و الأستاذ الدكتور الأستاذ الدكتور هلال ناجى	 دار الفكر للطباعة والنشر والتوزيع 	 الأردن	 1422هـ ، 2002م	 الأولى	 1 	 288 	https://www.lisanarb.com/2024/08/pdf_79.html	 https://archive.org/download/lis_q207/lisanarb.com_q2709.pdf  https://archive.org/stream/lis_q207/lisanarb.com_q2709#mode/2up 
 الصرف الوافي, دراسة وصفية تطبيقية	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع	 إربد - الأردن	 2010م	 الأولى	 1 	 348 	https://www.lisanarb.com/2024/08/pdf_868.html	 https://archive.org/download/lis_m185/lisanarb.com_m8501.pdf  https://archive.org/stream/lis_m185/lisanarb.com_m8501#mode/2up 
 علم اللغة الاجتماعي عند العرب	 الأستاذ الدكتور هادي نهر		 ساعدت الجامعة المستنصرية على طبعه		 1408هـ ، 1988م	 الأولى	 1 	 253 	https://www.lisanarb.com/2024/08/pdf_999.html	 https://archive.org/download/lis_m185/lisanarb.com_m8506.pdf  https://archive.org/stream/lis_m185/lisanarb.com_m8506#mode/2up 
 علم الدلالة التطبيقي ؛ في التراث العربي	 الأستاذ الدكتور هادي نهر		 دار الأمل للنشر والتوزيع	 إربد، الأردن	 1427هـ ، 2007م	 الأولى	 1 	 652 	https://www.lisanarb.com/2024/08/pdf_27.html	 https://archive.org/download/lis_m185/lisanarb.com_m8505.pdf https://archive.org/download/lis_ar22/lisanarb.com_ar2206.pdf  https://archive.org/stream/lis_m185/lisanarb.com_m8505#mode/2up 
 الحروف والأصوات العربية في مباحث القدماء والمحدثين	 الأستاذ الدكتور هادي نهر	 الأستاذ الدكتور 	 مجلة كلية آداب الجامعة المستنصرية, العدد الثامن	 العراق 	 1984م	 الأولى	 1 	  	https://www.lisanarb.com/2024/08/pdf_55.html	 https://archive.org/download/lis_m184/lisanarb.com_m8408.pdf  https://archive.org/stream/lis_m184/lisanarb.com_m8408#mode/2up 
 التعليل في اللغة العربية	 الأستاذ الدكتور هادي نهر		 مجلة آداب المستنصرية	 العراق 	 1987م	 الأولى	 1 	 32 	https://www.lisanarb.com/2024/08/pdf_461.html	 https://archive.org/download/lis_m184/lisanarb.com_m8407.pdf  https://archive.org/stream/lis_m184/lisanarb.com_m8407#mode/2up 
 البحوث اللغوية والأدبية, الإتجاهات والمناهج والإجراءات	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع	 الأردن	 1430هـ ، 2009م	 الأولى	 1 	 260 	https://www.lisanarb.com/2024/08/pdf_220.html	 https://archive.org/download/lis_m184/lisanarb.com_m8406.pdf  https://archive.org/stream/lis_m184/lisanarb.com_m8406#mode/2up 
 تلخيص مقولات أرسطو (دار الفكر)	 ابن رشد الحفيد, أبو الوليد بن رشد الأندلسي (ت 595 هـ)	 الدكتور جبرار جهامى	 دار الفكر اللبنانى للنشر والتوزيع	 بيروت	 1992م	 الأولى 	 1 	 177 	https://www.lisanarb.com/2024/08/pdf_73.html	 https://archive.org/download/lis_q184/lisanarb.com_q8407.pdf https://archive.org/stream/lis_q184/lisanarb.com_q8407#mode/2up 
 تلخيص كتاب الشعر (ط المصرية)	 ابن رشد الحفيد, أبو الوليد بن رشد الأندلسي (ت 595 هـ)	 الدكتور تشارلس بترورث و الدكتور أحمد عبد المجيد هريدي		 مصر	 1987م	 الأولى 	 1 	 177 	https://www.lisanarb.com/2024/08/pdf_226.html	https://archive.org/download/lis_q184/lisanarb.com_q8406.pdf   https://archive.org/stream/lis_q184/lisanarb.com_q8406#mode/2up 
 تلخيص القياس لأرسطو (ط الكويت)	 ابن رشد الحفيد, أبو الوليد بن رشد الأندلسي (ت 595 هـ)	 الدكتور عبد الرحمن بدوي		 الكويت	 1408هـ ، 1988م	 الأولى 	 1 	 220 	https://www.lisanarb.com/2024/08/pdf_71.html	 https://archive.org/download/lis_q184/lisanarb.com_q8405.pdf  https://archive.org/stream/lis_q184/lisanarb.com_q8405#mode/2up 
 تلخيص السياسة (دار الفرق)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)		 دار الفرقد للطباعة والنشر والتوزيع		 2010م	 الأولى 	 1 	 367	https://www.lisanarb.com/2024/08/pdf_87.html	
 تلخيص السياسة (دار الطليعة)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)			 بيروت	 1998م	 الأولى 	 1 	 244 	https://www.lisanarb.com/2024/08/pdf_34.html	 https://archive.org/download/lis_q184/lisanarb.com_q8404.pdf  https://archive.org/stream/lis_q184/lisanarb.com_q8404#mode/2up 
 تفسير ما بعد الطبيعة	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)				 0000م	 الأولى 	 3 تم دمج المجلدين للتسلسل.	 1843 	https://www.lisanarb.com/2024/08/pdf_2.html	https://archive.org/download/lis_q184/lisanarb.com_q8403.pdf  https://archive.org/stream/lis_q184/lisanarb.com_q8403#mode/2up 
 تربية ملكة الاجتهاد من خلال كتاب بداية المجتهد ونهاية المقتصد لابن رشد الحفيد	 الأستاذ الدكتور محمد أوشريف بولوز			 السعودية	 1433هـ ، 2012م	 الأولى 	 2 تم دمج المجلدين للتسلسل.	 1292 	https://www.lisanarb.com/2024/08/pdf_819.html	 https://archive.org/download/lis_q184/lisanarb.com_q8402.pdf  https://archive.org/stream/lis_q184/lisanarb.com_q8402#mode/2up 
 الاستدراك على أبى سعيد السيرافي فى شرح الكتاب	 الدكتور عادل بن معتوق العيثان		 مجلة جامعة الملك سعود	 السعودية	 1427هـ , 2006م 		 1 	 17 	https://www.lisanarb.com/2024/08/pdf_4.html	 https://archive.org/download/lis_si14/lisanarb.com_si1405.pdf  https://archive.org/stream/lis_si14/lisanarb.com_si1405#mode/2up 
 الآراء النقديّة للسيرافي في شرحه لكتاب سيبويه	 الدكتور جنان محمد مهدى العقيدى		 مجلة كلية التربية للبنات, جامعة بغداد, المجلد 24		 2013م		 1 	 10 	https://www.lisanarb.com/2024/08/pdf_35.html	 https://archive.org/download/lis_si14/lisanarb.com_si1404.pdf  https://archive.org/stream/lis_si14/lisanarb.com_si1404#mode/2up 
