title	author	editor	pub	pubplace	date	edition	vols	pages	url	ia_url
 موسوعة اليهود واليهودية والصهيونية، الموجزة (نسخة مفهرسة وقابلة للبحث)	 الدكتور عبد الوهاب محمد المسيري		 دار الشروق للطباعة والنشر والتوزيع	 مصر 	 2005م	 2 	 2 تم دمجهما في مجلد واحد	 1068 	https://www.lisanarb.com/2024/04/blog-post_94.html	https://archive.org/download/lis_a19/lisanarb.com_a1905.pdf https://archive.org/download/20231203_20231203_2147/%D9%85%D9%88%D8%B3%D9%88%D8%B9%D8%A9%20%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%20%D9%88%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9%20%D9%88%D8%A7%D9%84%D8%B5%D9%87%D9%8A%D9%88%D9%86%D9%8A%D8%A9%20%D8%8C%20%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%88%D8%B9%D8%A9%20%D8%A7%D9%84%D9%85%D9%88%D8%AC%D8%B2%D8%A9%20%28%20%D8%AC%D8%B2%D8%A2%D9%86%20%29%20%D8%8C%20%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%88%D9%87%D8%A7%D8%A8%20%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%B1%D9%8A%20%D8%8C%20%D9%86%D8%B3%D8%AE%D8%A9%20%D9%85%D9%81%D9%87%D8%B1%D8%B3%D8%A9%20%D9%88%D9%82%D8%A7%D8%A8%D9%84%D8%A9%20%D9%84%D9%84%D8%A8%D8%AD%D8%AB.pdf https://archive.org/stream/lis_a19/lisanarb.com_a1905#mode/2up 
 موسوعة اليهود واليهودية والصهيونية (نسخة مفهرسة وقابلة للبحث)	 الدكتور عبد الوهاب محمد المسيري		 دار الشروق للطباعة والنشر والتوزيع	 مصر 	 1999م	 الأولى 	 8 تم دمجهم في مجلد واحد	 3394 	https://www.lisanarb.com/2024/04/blog-post_28.html	https://archive.org/download/lis_a19/lisanarb.com_a1904.pdf https://archive.org/download/20231206_20231206_1207/%D9%85%D9%88%D8%B3%D9%88%D8%B9%D8%A9%20%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%20%D9%88%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9%20%D9%88%D8%A7%D9%84%D8%B5%D9%87%D9%8A%D9%88%D9%86%D9%8A%D8%A9%20%28%20%D8%AB%D9%85%D8%A7%D9%86%D8%A8%D8%A9%20%D9%85%D8%AC%D9%84%D8%AF%D8%A7%D8%AA%20%29%20%D8%8C%20%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%88%D9%87%D8%A7%D8%A8%20%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%B1%D9%8A.pdf https://archive.org/stream/lis_a19/lisanarb.com_a1904#mode/2up 
 موسوعة اللآلي من شعر الحكمة في العصر الجاهلي (نسخة مفهرسة وقابلة للبحث)	 عبد القادر زينو		 دار الكتب العلمية للطباعة والنشر والتوزيع	 لبنان 	 2020م	 الأولى 	 1 	 105 	https://www.lisanarb.com/2024/04/blog-post_2.html	https://archive.org/download/lis_a19/lisanarb.com_a1901.pdf https://archive.org/stream/lis_a19/lisanarb.com_a1901#mode/2up 
 الموسوعة الشعرية للكاتب والأديب والواعظ والخطيب (نسخة مفهرسة وقابلة للبحث)	 بدر بن عبد الله بن عبد الكريم الناصر		 دار العاصمة للطباعة والنشر والتوزيع	 السعودية	 1427هـ ، 2006م	 الأولى 	 1 	 895 	https://www.lisanarb.com/2024/04/blog-post.html	https://archive.org/download/lis_g19/lisanarb.com_g1907.pdf https://archive.org/download/20240316_20240316_1340/%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%88%D8%B9%D8%A9%20%D8%A7%D9%84%D8%B4%D8%B9%D8%B1%D9%8A%D8%A9%20%D9%84%D9%84%D9%83%D8%A7%D8%AA%D8%A8%20%D9%88%D8%A7%D9%84%D8%A3%D8%AF%D9%8A%D8%A8%20%D9%88%D8%A7%D9%84%D9%88%D8%A7%D8%B9%D8%B8%20%D9%88%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A8%20%D8%8C%20%D8%A8%D8%AF%D8%B1%20%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%20%D8%A7%D9%84%D9%86%D8%A7%D8%B5%D8%B1%20%D8%8C%20%D8%AF%D8%A7%D8%B1%20%D8%A7%D9%84%D8%B9%D8%A7%D8%B5%D9%85%D8%A9%20%D8%8C%20%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%20%D8%8C%20%D9%86%D8%B3%D8%AE%D8%A9%20%D9%85%D9%81%D9%87%D8%B1%D8%B3%D8%A9%20%D9%88%D9%82%D8%A7%D8%A8%D9%84%D8%A9%20%D9%84%D9%84%D8%A8%D8%AD%D8%AB.pdf https://archive.org/stream/lis_g19/lisanarb.com_g1907#mode/2up 
 لماذا تخلع الثعابين جلدها؟ 	 بربارة تايلور	 مركز التعريب والبرمجة	 الدار العربية للعلوم ناشرون	 لبنان	 1418هـ ، 1997م	 الأولى	 1 	 31 	https://www.lisanarb.com/2024/04/pdf_29.html	 https://archive.org/download/lis_an138/lisanarb.com_an3806.pdf https://archive.org/download/lis_at116/lis_at11606.pdf https://archive.org/stream/lis_an138/lisanarb.com_an3806#mode/2up 
 لماذا تحولت الأسماك إلى برمائيات؟ 	 جاكي جاف	 مركز التعريب والبرمجة	 الدار العربية للعلوم ناشرون	 لبنان	 1423هـ ، 2002م	 الأولى	 1 	 31 	https://www.lisanarb.com/2024/04/pdf_17.html	 https://archive.org/download/lis_an138/lisanarb.com_an3805.pdf https://archive.org/download/lis_at116/lis_at11605.pdf https://archive.org/stream/lis_an138/lisanarb.com_an3805#mode/2up 
 لماذا تأكل اليرقانات كثيراً؟ 	 بليندا ويبير	 مركز التعريب والبرمجة	 الدار العربية للعلوم ناشرون	 لبنان	 2007م	 الأولى	 1 	 31 	https://www.lisanarb.com/2024/04/pdf_92.html	
 لماذا الصحارى باردة في الليل؟ 	 جاكي جاف	 مركز التعريب والبرمجة	 الدار العربية للعلوم ناشرون	 لبنان	 1418هـ ، 1997م	 الأولى	 1 	 31 	https://www.lisanarb.com/2024/04/pdf_25.html	 https://archive.org/download/lis_an138/lisanarb.com_an3804.pdf https://archive.org/download/lis_at116/lis_at11604.pdf https://archive.org/stream/lis_an138/lisanarb.com_an3804#mode/2up 
 لماذا الرواسب الكلسية مدلاة؟ 	 جاكي جاف	 مركز التعريب والبرمجة	 الدار العربية للعلوم ناشرون	 لبنان	 1424هـ ، 2003م	 الأولى	 1 	 31 	https://www.lisanarb.com/2024/04/pdf_56.html	 https://archive.org/download/lis_an138/lisanarb.com_an3803.pdf https://archive.org/download/lis_at116/lis_at11603.pdf https://archive.org/stream/lis_an138/lisanarb.com_an3803#mode/2up 
 لماذا البحر مالح؟ 	 أنيتا غانيري 	 مركز التعريب والبرمجة	 الدار العربية للعلوم ناشرون	 لبنان	 1418هـ ، 1997م	 الأولى	 1 	 32 	https://www.lisanarb.com/2024/04/pdf_1.html	https://archive.org/download/lis_an138/lisanarb.com_an3802.pdf https://archive.org/download/lis_at116/lis_at11602.pdf https://archive.org/stream/lis_an138/lisanarb.com_an3802#mode/2up 
 لماذا الأنفاق مستديرة	 ستيف باركر	 ناتالي سماحة	 الدار العربية للعلوم ناشرون	 لبنان	 1418هـ ، 1997م	 الأولى	 1 	 33 	https://www.lisanarb.com/2024/04/pdf_86.html	 https://archive.org/download/lis_an138/lisanarb.com_an3801.pdf https://archive.org/download/lis_at116/lis_at11601.pdf https://archive.org/stream/lis_an138/lisanarb.com_an3801#mode/2up 
 شرح الرضى على كافية ابن الحاجب	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 الدكتور عبد العال سالم مكرم	 عالم الكتب للنشر والتوزيع	 القاهرة‬ 	 2000م	 الأولى	 4 	 1322 	https://www.lisanarb.com/2024/04/pdf_27.html	
 شرح الرضی (شرح کافیه ابن حاجب)	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 یوسف حسن عمر	 موسسة الصادق للطباعه والنشر		 1392هـ	 الأولى	 2 	 1580 	https://www.lisanarb.com/2024/04/pdf_65.html	
 شرح ابن النحوية على كافية ابن الحاجب	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 محمد بن يوسف القاضى	 مكتبة الثقافة الدينية للنشر والتوزيع	 القاهرة - مصر	 2016م	 الأولى	 1 	 240 	https://www.lisanarb.com/2024/04/pdf_69.html	
 رفع الحاجب عن كافية إبن الحاجب			 المكتبة الهاشمية للنشر والتوزيع	 تركيا	 1441هـ ، 2020م	 الأولى	 1 	 204 	https://www.lisanarb.com/2024/04/pdf_34.html	
 حاشية العصام على كافية ابن الحاجب	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 المدرسة المجاهدية فى تلوّ	 مكتبة الكتاب المعادل للنشر والتوزيع	 إستنبول	 1323هـ	 الأولى	 1 	 316 	https://www.lisanarb.com/2024/04/pdf_77.html	
 جهود الرضى اللغوية فى شريحة على مقدمتى ابن الحاجب	 آمال بن غزي		 مجلس الثقافة العام	 بنغازي، ليبيا	 2009م	 الأولى	 1 	 448 	https://www.lisanarb.com/2024/04/pdf_88.html	
 تخريج أحاديث الرضى فى شرح الكافية	 عبد القادر البغدادي (ت 1093هـ)	 الدكتور محمود فجال	 نادى المنطقة الشرقية الأدبى	 الدمام ، السعودية	 1416هـ ، 1995م	 الأولى	 1 	 322 	https://www.lisanarb.com/2024/04/pdf_15.html	
 الرشدية عند الجابري (ابن رشد في فكر محمد عابد الجابري)	 الدكتور أحمد فايز العجارمة		 دار البيروني للنشر والتوزيع	 الأردن	 2019م	 الأولى 	 1 	 166 	https://www.lisanarb.com/2024/04/pdf_90.html	
 الحياة الاقتصادية والاجتماعية في الأندلس ؛ في عصري ملوك الطوائف والمرابطين من خلال فتاوى ابن رشد الجد	 الدكتورة آية الجندي		 نور حوران للدراسات والنشر والتراث		 2022م	 الأولى 	 1 	 319 	https://www.lisanarb.com/2024/04/pdf_6.html	
 الجامع من المقدمات	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 فريد عبد العزيز الجندي		 بيروت	 2003م	 الأولى 	 1 	 168 	https://www.lisanarb.com/2024/04/pdf_32.html	
 التفكير الفلسفي عند ابن رشد	 الدكتور سلمى بو غازي		 مكتبة المجتمع العربي للنشر والتوزيع		 2017م	 الأولى 	 1 	 235  	https://www.lisanarb.com/2024/04/pdf_85.html	
 التأويل عند فلاسفة المسلمين (ابن رشد نموذجاً)	 فتيحة فاطمية		 جداول للطباعة والنشر والتوزيع		 2016م	 2	 1 	 560 	https://www.lisanarb.com/2024/04/pdf_95.html	
 الإشارات والمسالك؛ من إيوان ابن رشد الى رحاب العلمانية	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)		 دار الطليعة للطباعة والنشر		 2011م	 الأولى 	 1 	 288 	https://www.lisanarb.com/2024/04/pdf_2.html	
 الأسباب والمسببات, دراسة تحليلية مقارنة للغزالي وابن رشد وابن عربي	 الدكتور محمد عبد الله الشرقاوي		 دار الجيل للطبع والنشر والتوزيع		 1997م	 الأولى 	 1 	 360 	https://www.lisanarb.com/2024/04/pdf.html	
 مقامات الحريري (دار الغد)	 أبو محمد القاسم الحريري (ت 516هـ)	 عزت زينهم	 دار الغد الجديد للطباعة والنشر والتوزيع	 القاهرة	 1437هـ ، 2016م	 الأولى 	 1 	 460 	https://www.lisanarb.com/2024/03/pdf_314.html	https://archive.org/download/lis_a16/lisanarb.com_a1603.pdf https://archive.org/stream/lis_a16/lisanarb.com_a1603#mode/2up 
 جمهرة خطب العرب في عصور العربية الزاهرة (نسخة مفهرسة وقابلة للبحث)	 د. أحمد زكي صفوت		 المكتبة العلمية للنشر والتوزيع	 لبنان 	 1352هـ ، 1933م	 الأولى 	 3 	 1392 	https://www.lisanarb.com/2024/03/pdf_979.html	https://archive.org/download/lis_a18/lisanarb.com_a1803.pdf https://archive.org/download/20231226_20231226_1339/%D8%AC%D9%85%D9%87%D8%B1%D8%A9%20%D8%AE%D8%B7%D8%A8%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%20%D9%81%D9%8A%20%D8%B9%D8%B5%D9%88%D8%B1%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B2%D8%A7%D9%87%D8%B1%D8%A9%20%28%20%D8%AB%D9%84%D8%A7%D8%AB%D8%A9%20%D8%A3%D8%AC%D8%B2%D8%A7%D8%A1%20%29%20%D8%8C%20%D8%A3%D8%AD%D9%85%D8%AF%20%D8%B2%D9%83%D9%8A%20%D8%B5%D9%81%D9%88%D8%AA%20%D8%8C%20%D9%86%D8%B3%D8%AE%D8%A9%20%D9%85%D9%81%D9%87%D8%B1%D8%B3%D8%A9%20%D9%88%D9%82%D8%A7%D8%A8%D9%84%D8%A9%20%D9%84%D9%84%D8%A8%D8%AD%D8%AB.pdf https://archive.org/stream/lis_a18/lisanarb.com_a1803#mode/2up 
 جمهرة أشعار العرب, في الجاهلية والإسلام (نسخة مفهرسة وقابلة للبحث)	 أبى زيد محمد بن أبي الخطاب القرشي	 على محمد البجاوى	 نهضة مصر للنشر والتوزيع	 مصر 	 1989م	 الأولى 	 1 	 817 	https://www.lisanarb.com/2024/03/pdf_616.html	https://archive.org/download/lis_a18/lisanarb.com_a1802.pdf https://archive.org/download/20231217_20231217_1344/%D8%AC%D9%85%D9%87%D8%B1%D8%A9%20%D8%A3%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%20%D8%8C%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%AC%D8%A7%D9%87%D9%84%D9%8A%D8%A9%20%D9%88%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%20%D8%8C%20%D9%85%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%A3%D8%A8%D9%8A%20%D8%A7%D9%84%D8%AE%D8%B7%D8%A7%D8%A8%20%D8%A7%D9%84%D9%82%D8%B1%D8%B4%D9%8A%20%D8%8C%20%D9%86%D9%87%D8%B6%D8%A9%20%D9%85%D8%B5%D8%B1%20%D8%8C%20%D9%85%D8%B5%D8%B1%20%D8%8C%20%D9%86%D8%B3%D8%AE%D8%A9%20%D9%85%D9%81%D9%87%D8%B1%D8%B3%D8%A9%20%D9%88%D9%82%D8%A7%D8%A8%D9%84%D8%A9%20%D9%84%D9%84%D8%A8%D8%AD%D8%AB.pdf https://archive.org/stream/lis_a18/lisanarb.com_a1802#mode/2up 
 تاريخ الأدب العربي (نسخة مفهرسة وقابلة للبحث)	 د. عمر فروخ		 دار العلم للملايين للنشر والتوزيع	 لبنان 	 1980م	 4	 6 تم دمجهم في مجلد واحد	 4796 	https://www.lisanarb.com/2024/03/pdf_836.html	https://archive.org/download/lis_g20/lisanarb.com_g2002.pdf https://archive.org/download/20240325_20240325_0245/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE%20%D8%A7%D9%84%D8%A3%D8%AF%D8%A8%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%20%D8%A7%D9%84%D8%AC%D8%B2%D8%A1%20%28%20%D8%B3%D8%AA%D8%A9%20%D9%85%D8%AC%D9%84%D8%AF%D8%A7%D8%AA%20%29%20%D8%8C%20%D8%B9%D9%85%D8%B1%20%D9%81%D8%B1%D9%88%D8%AE%20%D8%8C%20%D8%AF%D8%A7%D8%B1%20%D8%A7%D9%84%D8%B9%D9%84%D9%85%20%D9%84%D9%84%D9%85%D9%84%D8%A7%D9%8A%D9%8A%D9%86%20%D8%8C%20%D9%84%D8%A8%D9%86%D8%A7%D9%86%20%D8%8C%20%D9%86%D8%B3%D8%AE%D8%A9%20%D9%85%D9%81%D9%87%D8%B1%D8%B3%D8%A9%20%D9%88%D9%82%D8%A7%D8%A8%D9%84%D8%A9%20%D9%84%D9%84%D8%A8%D8%AD%D8%AB.pdf https://archive.org/stream/lis_g20/lisanarb.com_g2002#mode/2up 
 الوسيلة الأدبية إلى العلوم العربية (نسخة مفهرسة وقابلة للبحث)	 حسين بن أحمد المرصفي (ت 1307هـ)	 د. محمد عبد الرحمن شميلة الأهدل	 دار المنهاج للنشر والتوزيع	 لبنان 	 1900م	 الأولى 	 4 	 2077 	https://www.lisanarb.com/2024/03/pdf_648.html	https://archive.org/download/lis_g19/lisanarb.com_g1908.pdf https://archive.org/download/20240123_20240123_1305/%D8%A7%D9%84%D9%88%D8%B3%D9%8A%D9%84%D8%A9%20%D8%A7%D9%84%D8%A3%D8%AF%D8%A8%D9%8A%D8%A9%20%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%85%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%20%28%20%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9%20%D9%85%D8%AC%D9%84%D8%AF%D8%A7%D8%AA%20%29%20%D8%8C%20%D8%AD%D8%B3%D9%8A%D9%86%20%D8%A8%D9%86%20%D8%A3%D8%AD%D9%85%D8%AF%20%D8%A7%D9%84%D9%85%D8%B1%D8%B5%D9%81%D9%8A%20%D8%8C%20%D8%AF%D8%A7%D8%B1%20%D8%A7%D9%84%D9%85%D9%86%D9%87%D8%A7%D8%AC%20%D8%8C%20%D9%84%D8%A8%D9%86%D8%A7%D9%86%20%D8%8C%20%D9%86%D8%B3%D8%AE%D8%A9%20%D9%85%D9%81%D9%87%D8%B1%D8%B3%D8%A9%20%D9%88%D9%82%D8%A7%D8%A8%D9%84%D8%A9%20%D9%84%D9%84%D8%A8%D8%AD%D8%AB.pdf https://archive.org/stream/lis_g19/lisanarb.com_g1908#mode/2up 
 الشعر الجاهلي (نسخة مفهرسة وقابلة للبحث)	 بطرس البستاني		 دار المعلم بطرس البستانير للنشر والتوزيع	 لبنان	 1965م	 الأولى 	 1 	 182 	https://www.lisanarb.com/2024/03/pdf_200.html	https://archive.org/download/lis_a17/lisanarb.com_a1702.pdf https://archive.org/stream/lis_a17/lisanarb.com_a1702#mode/2up 
 كتاب الجمهرة في أيام العرب (نسخة مفهرسة وقابلة للبحث)	 عمر بن شبة البصري (ت 263هـ)		 مكتبة الإمام البخاري للنشر والتوزيع	 مصر 	 1434هـ ، 2013م	 الأولى 	 1 	 515 	https://www.lisanarb.com/2024/03/pdf_664.html	https://archive.org/download/lis_a17/lisanarb.com_a1701.pdf https://archive.org/stream/lis_a17/lisanarb.com_a1701#mode/2up 
 هارون الرشيد (ط هنداوى)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)	 الدكتور 	 مؤسسة هنداوي للتعليم والثقافة	 القاهرة	 2014م	 الأولى	 1 	 146 	https://www.lisanarb.com/2024/03/pdf_637.html	https://archive.org/download/lis_m147/lisanarb.com_m4710.pdf https://archive.org/download/lis_ak83/lis_ak8313.pdf https://archive.org/stream/lis_m147/lisanarb.com_m4710#mode/2up 
 زعماء الإصلاح في العصر الحديث (ط هنداوى)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)	 الدكتور 	 مؤسسة هنداوى سى آى سى	 القاهرة	 2010م	 الأولى	 1 	 92 	https://www.lisanarb.com/2024/03/pdf_897.html	 https://archive.org/download/lis_m146/lisanarb.com_m4608.pdf https://archive.org/stream/lis_m146/lisanarb.com_m4608#mode/2up 
 زعماء الإصلاح في العصر الحديث (ط العربى)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)		 دار الكتاب العربى للنشر والتوزيع	 لبنان	 1970م	 الأولى	 1 	 366 	https://www.lisanarb.com/2024/03/pdf_756.html	https://archive.org/download/lis_m141/lisanarb.com_m4109.pdf https://archive.org/download/lis_ak50/lis_ak5007.pdf https://archive.org/stream/lis_m141/lisanarb.com_m4109#mode/2up 
 حياتي (ط هنداوى)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)		 مؤسسة هنداوى للتعليم والثقافة	 القاهرة	 2012م	 الأولى	 1 	 238 	https://www.lisanarb.com/2024/03/pdf_432.html	https://archive.org/download/lis_m146/lisanarb.com_m4607.pdf https://archive.org/download/lis_ak83/lis_ak8308.pdf https://archive.org/stream/lis_m146/lisanarb.com_m4607#mode/2up 
 حياتي (ط العربى)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)		 دار الكتاب العربى للنشر والتوزيع	 لبنان	 1971م	 2 	 1 	 160 	https://www.lisanarb.com/2024/03/pdf_644.html	 https://archive.org/download/lis_m141/lisanarb.com_m4108.pdf https://archive.org/stream/lis_m141/lisanarb.com_m4108#mode/2up 
 أحمد أمين بقلمه وقلم اصدقائه	 نخية من الأستاذة		 مطبعة لجنة التأليف والترجمة والنشر	 مصر	 1955م	 الأولى	 1 	 131 	https://www.lisanarb.com/2024/03/pdf_572.html	 https://archive.org/download/lis_m140/lisanarb.com_m4002.pdf https://archive.org/stream/lis_m140/lisanarb.com_m4002#mode/2up 
 أحمد أمين ؛ مؤرخ الفكر الإسلامي	 الأستاذ الدكتور محمد رجب البيومي		 دار القلم للطباعة والنشر والتوزيع	 دمشق	 2001م	 الأولى	 1 	 159 	https://www.lisanarb.com/2024/03/pdf_896.html	 https://archive.org/download/lis_m140/lisanarb.com_m4001.pdf https://archive.org/download/lis_sra18/lis_sra1804.pdf https://archive.org/stream/lis_m140/lisanarb.com_m4001#mode/2up 
 ظهر الإسلام (مؤسسة هنداوى)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)		 مؤسسة هنداوي للتعليم والثقافة	 القاهرة	 2012م	 الأولى	  4  تم دمجها في مجلد واحد	 824 	https://www.lisanarb.com/2024/03/pdf_423.html	https://archive.org/download/lis_m146/lisanarb.com_m4612.pdf https://archive.org/stream/lis_m146/lisanarb.com_m4612#mode/2up 
 ظهر الإسلام (ط هنداوى)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)		 مؤسسة هنداوي للتعليم والثقافة	 القاهرة	 2013م	 الأولى	 4 تم دمجها في مجلد واحد	 916 	https://www.lisanarb.com/2024/03/pdf_229.html	 https://archive.org/download/lis_m146/lisanarb.com_m4611.pdf https://archive.org/download/lis_ak51/lis_ak5101.pdf https://archive.org/stream/lis_m146/lisanarb.com_m4611#mode/2up 
 ظهر الإسلام (ط العربي)	 الدكتور أحمد أمين		 دار الكتاب العربي للنشر والتوزيع	 بيروت	 2008م	 5 	 4 	 757 	https://www.lisanarb.com/2024/03/pdf_304.html	https://archive.org/download/lis_m142/lisanarb.com_m4206.pdf https://archive.org/download/lis_m142/lisanarb.com_m4207.pdf https://archive.org/download/lis_m142/lisanarb.com_m4208.pdf https://archive.org/download/lis_m142/lisanarb.com_m4209.pdf https://archive.org/stream/lis_m142/lisanarb.com_m4206#mode/2up https://archive.org/stream/lis_m142/lisanarb.com_m4207#mode/2up https://archive.org/stream/lis_m142/lisanarb.com_m4208#mode/2up https://archive.org/stream/lis_m142/lisanarb.com_m4209#mode/2up 
 قطوف من الأدب والثقافة	 الدكتور ديزيره سقال		 غير محدد		 2020م	 الأولى	 1 	 284 	https://www.lisanarb.com/2024/03/pdf_186.html	 https://archive.org/download/lis_m90/lisanarb.com_m9008.pdf https://archive.org/stream/lis_m90/lisanarb.com_m9008#mode/2up 
 قصص العرب	 الدكتور ديزيره سقال		 دار الفكر العربي للطباعة والنشر	 ‏القاهرة‏	 2003م	 الأولى	 1 	 232 	https://www.lisanarb.com/2024/03/pdf_971.html	
 في التفكيك	 الدكتور ديزيره سقال		 غير محدد		 2018م	 الأولى	 1 	 138 	https://www.lisanarb.com/2024/03/pdf_841.html	 https://archive.org/download/lis_m90/lisanarb.com_m9005.pdf https://archive.org/stream/lis_m90/lisanarb.com_m9005#mode/2up 
 في الأدب المقارن	 الدكتور ديزيره سقال		 غير محدد		 2018م	 الأولى	 1 	 219 	https://www.lisanarb.com/2024/03/pdf_226.html	 https://archive.org/download/lis_m90/lisanarb.com_m9004.pdf https://archive.org/stream/lis_m90/lisanarb.com_m9004#mode/2up 
 فاوست أو كتاب المعرفة	 الدكتور ديزيره سقال		 دار الأهلية للنشر والتوزيع	 بيروت	 2003م	 الأولى	 1 	 59 	https://www.lisanarb.com/2024/03/pdf_322.html	 https://archive.org/download/lis_m90/lisanarb.com_m9003.pdf https://archive.org/stream/lis_m90/lisanarb.com_m9003#mode/2up 
 حركة الحداثة, طرحها وإنجازاتها	 الدكتور ديزيره سقال		 منشورات ميريم للنشر والتوزيع	 لبنان	 0000م	 الأولى	 1 	 113 	https://www.lisanarb.com/2024/03/pdf_950.html	https://archive.org/download/lis_m88/lisanarb.com_m8806.pdf https://archive.org/stream/lis_m88/lisanarb.com_m8806#mode/2up 
 الكتابة والخلق الفني	 الدكتور ديزيره سقال		 دار الفكر اللبنانى للنشر والتوزيع	 بيروت	 1993م	 الأولى	 1 	 95 	https://www.lisanarb.com/2024/03/pdf_176.html	 https://archive.org/download/lis_m85/lisanarb.com_m8509.pdf https://archive.org/stream/lis_m85/lisanarb.com_m8509#mode/2up 
 إصلاح الفكر الديني من منظور إبن رشد	 إدريس حمادي				 2007م	 الأولى 	 1 	 167 	https://www.lisanarb.com/2024/03/pdf_359.html	
 إشكالية الفلسفة في الفكر العربي الإسلامية ابن رشد نموذجاً	 الدكتور فوزي حامد الهيتي		 دار الهادي للطباعة والنشر والتوزيع		 2005م	 الأولى 	 1 	 276 	https://www.lisanarb.com/2024/03/pdf_962.html	
 أزلية العالم ودور الإله عند ابن رشد، دراسة نقدية معاصرة	 حسام الآلوسي		 منشورات ضفاف، منشورات الاختلاف		 2017م	 الأولى 	 1 	 181 	https://www.lisanarb.com/2024/03/pdf_140.html	
 أدب الفلاسفة العرب؛ من الكندي إلى ابن رشد	 الدكتور رياض شنته جبر		 تموز للطباعة والنشر والتوزيع		 2012م	 الأولى 	 1 	 358 	https://www.lisanarb.com/2024/03/pdf_267.html	
 اختيارات ابن رشد الحفيد الفقهية في بداية المجتهد ونهاية المقتصد	 الدكتور أحمد بن الأمين العمراني			 	 2011م	 الأولى 	 2 	 2550 	https://www.lisanarb.com/2024/03/pdf_369.html	
 أثر ابن رشد في فلسفة العصور الوسطى	 الدكتورة زينب محمود الخضيري		 دار التنوير للطباعة والنشر		 2007م	 الأولى 	 1 	 400 	https://www.lisanarb.com/2024/03/pdf_531.html	
 ابن رشد؛ نقد الفلاسفة في مسائل الطبيعة	 الدكتورة سامي الجبوري		 دار الحوار للنشر والتوزيع	 سوريا 	 2022م	 الأولى 	 1 	 223 	https://www.lisanarb.com/2024/03/pdf_757.html	
 أروع ما قيل من أغاني وأشعار الأطفال	 الأستاذ الدكتور إميل ناصيف (إميل بديع يعقوب)		 دار الجيل للطبع والنشر والتوزيع	 لبنان	 2001م 	 الأولى	 1 	 128 	https://www.lisanarb.com/2024/03/pdf_294.html	
 أروع ما قيل في مديح الرسول	 الأستاذ الدكتور إميل ناصيف (إميل بديع يعقوب)		 دار الجيل للطبع والنشر والتوزيع	 لبنان	 1999م 	 الأولى	 1 	 144 	https://www.lisanarb.com/2024/03/pdf_626.html	
 أروع ما قيل في مجالس الشعراء	 الأستاذ الدكتور إميل ناصيف (إميل بديع يعقوب)		 دار الجيل للطبع والنشر والتوزيع	 لبنان	 1998م 	 الأولى	 1 	 152 	https://www.lisanarb.com/2024/03/pdf_183.html	
