title	author	editor	pub	pubplace	date	edition	vols	pages	url	ia_url	cover_urls
 مجمع البيان في تفسير القرآن	 الفضل بن الحسن الطبرسي (ت 548هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 1997م	 الأولى	 10 	 3768 	https://www.lisanarb.com/2024/05/pdf_42.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhxr-5OtOIKfduvYw74GnUHT8DK9xjudUBHckJzYnUhmb1-tRf2OvHQG42ksidQzb5nu5lFNHjEMpO8p8-XZ8upBJgezL3t4kyjY8FTR6o9XzZAFYAzHbvOfuFTR2mrR_Mm8la2Pa487ggurTbzD4FbW3MYcVL-kEKF1MSixBmp3Z16cAcXvKkHQ-dn/w294-h400-rw/A5w598.jpg
 كتاب الحيدة (قصة المناظرة بين المؤلف وبشر المريسي في مسألة خلق القرآن)	 كتاب الحيدة (قصة المناظرة بين المؤلف وبشر المريسي في مسألة خلق القرآن)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2007م	 الأولى	 1 	 176 	https://www.lisanarb.com/2024/05/pdf_97.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiKfWMrAUDTejefhaR1X7xzvsDzf0Szot_LogSaQi6mJrL6_QzvwPrg3x84m_ePm-h42V6nZg3FqLA_WVGc7UP31zgf9YvPFn0hTAydSU3bWkCs9KwgnI1Kw0iaCBoxPqHmpq3pExWmnxessKjcUMMmW2w0cctqQ1NVIJY67z2Mc875LyJcbrE47EbN/w294-h400-rw/A5w597.jpg
 فتح البيان في مقاصد القرآن	 القنوجي البخاري، أبي الطيب محمد صديق بن حسن (ت 1307هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2017م	 الأولى	 7 	 4304 	https://www.lisanarb.com/2024/05/pdf_0.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhWRTp-VMhMUWD4L2Jqs7PdC6471h4OAWaJP8SxURssNDFv2Tpu6yCyY7S6nug37HxT7f-vHMZP7yEMvAuDXcFbYkfwOi4GLHvVsp2zl64EkjQE1RDlge_lyCXToPyXOCp-28GwHTatMXkgIjr8dbwOhpT38n1CLyJ5HVWt7AVOwXg9fQcIdAnv_ypj/w294-h400-rw/A5w596.jpg
 تفسير القرآن الحكيم المشهور بتفسير المنار	 محمد رشيد رضا	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2011م	 الأولى	 12 	 5168 	https://www.lisanarb.com/2024/05/pdf_13.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgOq12NnBrdpEjb1wdQqPz91ez2THAkWhnn2mZLC3LngktvccIDqjMEM6xsoRMy6uW9lE9uvrlYt8Bt3GhyBYmB-PxGF-R3aNd-wZQ9674uCitp5FhlDH3y0OX-04_DvPWBpxJRLzGInxXqbUyIo2idpIfBdd_uA7FCRIW4khpTFU5QdSYv3zSKq-gd/w294-h400-rw/A5w595.jpg
 تفسير الخطيب الشربيني (السراج المنير)	 محمد بن أحمد الخطيب الشربيني المصرى (ت 977هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2017م	 الأولى	 4 	 2944 	https://www.lisanarb.com/2024/05/pdf_69.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiBCyrD11JhIMq0aSIuNrSO381nx6seSEAJbN0LOGlOPWdMB05X3jZLG37tzQY1jOtb8D-RZUGZSxP1XAJGCKR8twWxpJ-1ImobE-NEtyP2vHtTy39pABhc3tFpxc3qt78IURoy0HptSoaS5wjKyNJCxmEaLNxA0kutwqxJeaLqjeBGR9YKFZmIykpn/w294-h400-rw/A5w594.jpg
 تأويل مشكل القرآن	 ابن قتيبة الدينوري (ت 276هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2014م	 3	 1 	 368 	https://www.lisanarb.com/2024/05/pdf_29.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiV1FqM5pFdqN8Hoy2YwIegp96tebB-meNaeO0e2vLcCvdAooTGOo9ktk3qiYfAjQM4sBVmDeS46jB6iZTtfxMSBfWz-M1q2YnWnVzIEPi47SXZKdpFiAPbRG0Rcd3yIeZA-xUCqoViqcdfPE54yBo36kEXlqtuDms2oxwiJONArySch_ipi4Wc0KPe/w294-h400-rw/A5w593.jpg
 المفردات في غريب القرآن	 الراغب الأصفهاني, أبي القاسم الحسين بن محمد	 الدكتور إبراهيم شمس الدين	 شركة الأعلمي للمطبوعات	 بيروت	 2009م	 الأولى	 1 	 720 	https://www.lisanarb.com/2024/05/pdf_9.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiE0vIw7K6uvR503nLY_P9IUE9x9W6xxp90OTuXzpGtv8Ok-U5hRiSxajnGZaXSA2k5j92eG3LCE5qQtMJ4KyJrpAxYaKVwe6Tfw4mtkavNZ-XVE8xOXNAxoPm0i9DW5OrolfZPAzOvMfoHm65xTU2Q9l0Kiptmbo6gUFJvoFY26ZR-X_3m8FUeMDcO/w294-h400-rw/A5w592.jpg
 التفسير المظهري	 محمد ثناء الله العثماني (ت 1225هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2019م	 الأولى	 7 	 3784 	https://www.lisanarb.com/2024/05/pdf_75.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh9VU3hqmQn7-Z1krtvf6CrSVCk1UNb_s-0pJ0zqzv7UtAgUBG_cIr7-GJ8jLcwfXJgXTHq0GRU68Brk8GPkQ6vjBDou-uHx21HtvRo4bVuNIrsepHJkDWm4kCBesX-vaJxuX3xZWOjHABHCdnD-eRda1gG9S4j4RSjUVXKs0o9W-GjNxHhNzBNx6PD/w294-h400-rw/A5w591.jpg
 رسائل إبن رشد الطبية	 ابن رشد الحفيد, أبو الوليد بن رشد الأندلسي (ت 595 هـ)	 د. جورج شحاته قنواتي و سعيد زايد		 مصر	 1987م	 الأولى 	 1 	 454 	https://www.lisanarb.com/2024/05/pdf_76.html		
 فتاوى الإمام ابن رشد ( الجد )	 ابن رشد الجد, أبو الوليد بن رشد القرطبى (ت 520 هـ)	 محمد العزازي		 بيروت	 2020م	 الأولى 	 1 	 760 	https://www.lisanarb.com/2024/05/pdf_24.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiLO8YUY84DphBT-3sO3bGH86vABnrb2naqnm6pLcUoc1fqzoptmm9shwVO9CicqC1ObJu7D8zWgnkk5vF_BWFWLZOn8-XumbPHNAWBjULZWFCNoaYBvmD1pHkqrihlMz1E_GAopWTC1BVQ6esiKM7vm3lO_sidh-idSsWhXXe5czG8vWTQBjJEo6mY/w294-h400-rw/NXy67.jpg
 خلاصة بداية المجتهد ونهاية المقتصد	 ابن رشد الحفيد, أبو الوليد بن رشد الأندلسي (ت 595 هـ)			 القاهرة‬ 	 2010م	 الأولى 	 1 	 384 	https://www.lisanarb.com/2024/05/pdf_48.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEio5Y7dJaLgU_hdC7gJHNjIeBB8v8kO6_wl-r6RdISfp9mktjnI4bkD36p8K2i6Ni4Ub1jENI7ihelLwB0aNN838zpKK40ovqRYhZ_t_Ff3s_wmTeUFL7ShEpbfXI5SJmYBaXN-6zg3A3VwLYLcfrGDdMaU-PSoJzzOLLYs72-kRbBVYdmCYAAec5iS/w294-h400-rw/NXy66.jpg
 فلاسفة الأندلس، سنوات المحنة والنفي والتكفير ( ابن بجة, ابن طفيل, ابن رشد )	 عبد الرشيد محمودي			 القاهرة‬ 	 2018م	 الأولى 	 1 	 200 	https://www.lisanarb.com/2024/05/blog-post.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjhwCT6cdNbGGwQlwzc9-CRtBci5m79bzzCcMMOWw5HksvKRAywm_IX8dKz5Rz0bj2f0t4uISnRFB9vcZ40RqaT9RX5XSoHK20Z1msonK5eykh3VcyjmljvklELp7Nk8Np46DTEb9NhHE2PkzBS7Dha8Xtk8YWP_i7XlkqrKorpwBOeHL2x5gm8sz6K/w294-h400-rw/NXy65.jpg
 فصل المقال وتقرير ما بين الحكمة والشريعة من الإتصال ويليه ضميمة ابن رشد	 ابن رشد الحفيد, أبو الوليد بن رشد الأندلسي (ت 595 هـ)	 عبد المجيد همو		 دمشق	 2008م	 الأولى 	 1 	 160 	https://www.lisanarb.com/2024/05/pdf_74.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiAly-7pobsQXPgC7-eFe5svecBACJUVByqWwElcQk2tWy9P7mKdLXbkUTbKpC5lae-VXSg_F5kaZyriZkerb57TJl2Y8d5H_Rwq29QKxcj7dhNzLcNQEMB9AdNGk6XDz-sFY9924eAVqAWJoCLQ5zPnMqY2pK56RHv_rk-RGE95J4elLbIKcnWpoLy/w294-h400-rw/NXy64.jpg
 فصل المقال في تقرير ما بين الشريعة والحكمة من الإتصال أو وجوب النظر العقلي وحدود التأويل ( الدين والمجتمع )	 ابن رشد الحفيد, أبو الوليد بن رشد الأندلسي (ت 595 هـ)	 محمد عابد الجابري		 لبنان	 2020م	 الأولى 	 1 	 134 	https://www.lisanarb.com/2024/05/pdf_78.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhF995gUM3-b5NThiZIbSVIXX1uQrQ9UNq_N_MgnR2KQzQSUScfua1ciYfTTh7CD1aTUab0eIKYziqRHpsDPEYcusrMfK9QLEDHUv_ISl7fZuHaczA15P-ToanWkwVqB5OIRATm0D72avZpLCcsWK5u9Yb5RLSJDVkcO5qR8AV2mfjWbcW_HSaBeYam/w294-h400-rw/NXy63.jpg
 طرائق الدلالة وتطبيقاتها عند ابن رشد في كتابه بداية المجتهد وكفاية المقتصد	 قصي مساهر محمد			 العراق 	 2013م	 الأولى 	 1 	 360 ء	https://www.lisanarb.com/2024/05/pdf_2.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgo6ywTTo47tgIg8VSXir3SKoiUgpGLexvE5NCcZqtpDLMw6NLSLwLcgqjF9nrqsBUZzxIY0tvpzXM9dKBD3r_8ax7kFIDgpN5cEo8mOswGWCcbogME6V8pQARCN6QCKqbyyNd05aJvB3KUcvuavwA3gn5zDmKGPbrvvtRYmf4Gdba4FF4trLsnvVlf/w294-h400-rw/NXy62.jpg
 شرح ما بعد الطبيعة في ضوء منطق أرسطو ؛ نظرية البرهان الفلسفي عند إبن رشد	 يوسف بن عديء			 الدوحة	 2022م	 الأولى 	 1 ء		https://www.lisanarb.com/2024/05/pdf_34.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhtkqLRu85aaRwLSVUW2MGipbtpWG2sG8AKbHi0qIRe5Fk8EGUgr0Zf4eOMRS4nn5x_p95dsNBW4W_4bMyflwOjtpP4_5QjrfiDhTCk87besjQ0D8mmOwjVsX6-OrB_Avf4i39P85QNIQDS09Pv8wy9FBslJKLA94cg4cYVaianDgvegwDD19hlC8Q-/w294-h400-rw/NXy61.jpg
 السماع الطبيعي من كتاب الشفاء لابن سينا	 ابن سينا، أبو علي الحسين بن علي (ت 428هـ)	 الأستاذ الدكتور جعفر آل ياسين	 دار المناهل للطباعة والنشر والتوزيع		 1996م	 الأولى	 1 	 368 	https://www.lisanarb.com/2024/05/pdf_27.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg8t6bnwFHAIXdHJlRZiqTD5guLaStEsdv7AObNU2vs6jIB3coSiSMQ05X0cQAlqVB8G3EzRMOF8BCHQ9O-X31ZTJtVOW-htFIasiura6eCQ5s5wyIogo5cMEYjaYZ2535fr1aa66cBvlvl4XG9_iDaIzuLtUs5rJRObv7Q44rcTq_UO6dBiF7fAuOr/w291-h400-rw/X2i77.gif
 الروحانيات المسمى ( كنز الأسرار في استحضار الجن وصرف العمار )	 ابن سينا، أبو علي الحسين بن علي (ت 428هـ)	 أبو سلافة الفريدي المنجم	 دار الكتاب العزيز للنشر والتوزيع	 بيروت	 2021م	 الأولى	 1 	 320 	https://www.lisanarb.com/2024/05/pdf_38.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiBUZExXvwDVkHSE9-7TMVNvBQXugdX_uAwn10zw3c4U86VXbA5gJ4S_4qD44fgQFTJT4ZHy_1ppzHH2nrzQ2hSW-k4GlJd1h5iSgD3oimBWaKfk-VTY3AL5q9DSKkTcmaArZxNKvIzwHBKBysrwSGR45f1NHmnjbnLPpMgv13c9a1hUk6QPZi9-U39/w294-h400-rw/X2i76.jpg
 الرسالة الألواحية في العلاج بالأعشاب والنباتات الطبية	 ابن سينا، أبو علي الحسين بن علي (ت 428هـ)	 يسرى عبد الغنى عبد الله	 دار الجيل للطبع والنشر والتوزيع	 بيروت	 1991م	 الأولى	 1 	 288 	https://www.lisanarb.com/2024/05/pdf_86.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjkRxaQ-N-djEubrtg5Z5uHwAcfmQheVFEMJ1z66E36e8b4LySo1IcwvsDx0NgtqsjkWFbKiTs2EPsz1dUOF86pt2AS_z0rMRrbOB99Y0SxW6naszCF2IU3xhx3RpMg7XyHdKxOrU-KoF72mg9R8riV2mGgh8aT-SYtFl0yvRnFVSi98zHRQcvOS5v0/w294-h400-rw/X2i75.jpg
 الرسالة الأضحوية في المعاد	 ابن سينا، أبو علي الحسين بن علي (ت 428هـ)	 حسن عاصى	 معهد المعارف الحكمية للنشر والتوزيع	 إيران	 2018م	 الأولى	 1 	 140 	https://www.lisanarb.com/2024/05/pdf_52.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjahK3hGJyA05mO-WQvIb2efpVhaWTuFg2kSU4oSJXezzWGIq_uuI9p50N422gQivf2ruhiZhyphenhyphenheHNHiUnqq-3qnVbwvRvfv0-za5qocUV8vbngezruuGuq7IkCtZTXvcRSD6D80kPsFP8RtBdEhPSGu7ZT4h7mIMI87RNopL3jGW7ozYRobyGiCWXi/w294-h400-rw/X2i74.jpg
 الحكمة العروضية أو كتاب المجموع	 ابن سينا، أبو علي الحسين بن علي (ت 428هـ)	 محمد عبد الله الأسيوطي	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2013م	 الأولى	 1 	 144 	https://www.lisanarb.com/2024/05/pdf_3.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiRJaIMDP7Q02wFBXbvfs_xv5AQRi8XPymxsXCEBhlLXnI2qpUwkIL3yKjlPPrDtW8B8AZEtAGtWmFHyywOJ_ROgarHQRFSx2p7a6FrxwbyU1GcPZFw7LOpYyNFuWdcxEgClFM8jUU5QiwhySsVHwLd5D2_-Xa9M3uSPscuN5a4Vza99AE-dzwoGDF0/w294-h400-rw/X2i73.jpg
 الإلهيات من كتاب الشفا (دار روافد)	 ابن سينا، أبو علي الحسين بن علي (ت 428هـ)	 صدر الدين محمد الشيرازي - محسن عقيل	 دار روافد للطباعة والنشر والتوزيع	 مصر	 2017م	 الأولى	 1 	 936 	https://www.lisanarb.com/2024/05/pdf_73.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEggi_0XseknlmJp1J6TxXQ4ljTs6XWzzsO7ecoZLu_RVMuG2m3muXosy8QySKxqG3FSaaipIXjQOmGTKV98U1aoLtBhcaCoetek-I9NAOFgPBjxQV62FWglZfIKSOYZa4dRm5iG_yR4cWcxno4LMfvL4BdQmQvo4gh8aomoBiJ8_xo8px8sZ90cNncx/w294-h400-rw/X2i72.jpg
 الإلهيات ؛ من كتاب الشفاء لابن سينا	 ابن سينا، أبو علي الحسين بن علي (ت 428هـ)	 عمر أحمد الراوي	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2024م	 الأولى	 1 	 368 	https://www.lisanarb.com/2024/05/pdf_16.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhxy3VxbzMoX-6Dd1Wd07s_-nm71FB9K4TvmxdUeyrOCysBkr4wklpmAoKVnNTxGcXuQdQD4XpfWGDjzvfloNe7qJrydgjd_R5qtmXzQMza7UCoLBh7JVe1GzQC8DYWYn-JgLorSLpgVTZlHMTYMtEgD4G8CRdUGPxVCfJLNnipP-rqGTl0yWXKoATz/w294-h400-rw/X2i71.jpg
 التأسيس في تعليم النحو؛ المبادئ الأساسية لتعليم النحو العربي	 الأستاذ الدكتور عبد الله محمد المهدي الأنصاري		 دار الصميعي للنشر والتوزيع	 السعودية	 1438هـ ، 2017م	 الأولى	 1 	 165 	https://www.lisanarb.com/2024/05/pdf_94.html	https://archive.org/download/lis_n111/lisanarb.com_n1108.pdf https://archive.org/download/lis_n111/lisanarb.com_n1109.pdf  https://archive.org/stream/lis_n111/lisanarb.com_n1108#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjiSa8GqMaA_VWmNPvVUFu68xVQGiNiLeaESvWBgj5jS7v91SD80oj-drDmoAtjwXhKZsEhKEuzib06Upv13kbOlxtCAsHuCAgJQRK2K9nMF1EamwzlGjj4R-SGbipvLVbu7maMc-TpixpqTX-sDbLRX2ZSmOu3ckqAyBOfhXniHKQIbV7TU4QXJnCX/w294-h400-rw/n1096.jpg
 البدائع النحوية في علم العربية ؛ الجامعة بين ملحة الإعراب ومتممة الآجرومية 	 الأستاذ الدكتور عرفات بن عبد الرحمن المقدي		 دار الضياء للطباعة والنشر	 الكويت	 1444هـ ، 2023م	 الأولى	 1 	 340 	https://www.lisanarb.com/2024/05/pdf_35.html	https://archive.org/download/lis_n110/lisanarb.com_n1109.pdf  https://archive.org/stream/lis_n110/lisanarb.com_n1109#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiZgmlAL87pI63wLKfQwryaZWerWDdOdfPaoCqkogKZQrhu2QjAtf8nYzKBlqxsR3OFyK1QrfD7tkAy1weMmxRnsxjtpI1mZYud34tY34Vq3ohq6n5_oALLzp3C000wUaaA2rk_2Z2gPwteOOWDgAnip_NB71xJFmm6s2c4o4CVPGG46oPH2AwMuJ_k/w294-h400-rw/n1095.jpg
 البداية في النحو العربي	 الأستاذ الدكتور أحمد عبد الله المغربي		 نور المعارف للنشر والتوزيع	 القاهرة 	 2017م	 الأولى	 1 	 204 	https://www.lisanarb.com/2024/05/pdf_66.html	https://archive.org/download/lis_n110/lisanarb.com_n1108.pdf  https://archive.org/stream/lis_n110/lisanarb.com_n1108#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjccJ9Ca_0AISTQ5kfG6SgI64rVVoK70zGuql_4f4tbki0I4uI7JCOmn5M37W3SV0l77ODEzJYV5C6O_34YCOqdxSK3DuVmksCZqzpw_gN9fmmhWtVa-C9ucnf_oMdOHdlb9b_0H2Ls28OYlaeQd3CyoEa7nJc0lk4vWkMeU5YuBWUbFf52z1XA3Abi/w294-h400-rw/n1094.jpg
 الباكورة الجنية من قطاف إعراب الآجرومية	 محمد أمين بن عبد الله الثيويى الهرري		 دار المنهاج للنشر والتوزيع		 1404هـ	 الأولى	 1 	 272 	https://www.lisanarb.com/2024/05/pdf_60.html	https://archive.org/download/lis_n110/lisanarb.com_n1107.pdf  https://archive.org/stream/lis_n110/lisanarb.com_n1107#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgL2HwTSKbLY6YDWpie0cwgrgJ1L33qbxQfbvaHcK1IrlA_QDfl3yjf2krPXh3p1FAaWKn1ner4ZV-kSXdPXv9n0oqjsLA-AcIjHjEAMkYpaj_Sftlqsi3PrCCxCnsWrFi5xKqaFiK5ZwXvJW5-wJu2ANQvSRsUJU1cKE7OhE6EdaWy-tDspPZdwJn5/w294-h400-rw/n1093.jpg
 الإيضاح في شرح المفصل (ط أوقاف العراق)	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 الدكتور موسى بناي العليلي	 وزارة الأوقاف والشؤون الدينية	 العراق	 1402هـ ، 1982م	 الأولى	 2 	1672  	https://www.lisanarb.com/2024/05/pdf_89.html	https://archive.org/download/lis_n110/lisanarb.com_n1105.pdf https://archive.org/download/lis_n110/lisanarb.com_n1106.pdf https://archive.org/stream/lis_n110/lisanarb.com_n1105#mode/2up https://archive.org/stream/lis_n110/lisanarb.com_n1106#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiL-JZo-AahWR1ttdT14cUd5KhwDzfWFpZObgdc2TIjW8B5pCLXaq_zLuH67IxU-LQEqyah3_lOI_8VcssY8Wpvb2MSLtR6jTRRoGsruUOEThFs7qGv5O3xtEDfGEZ9xNTjOpO9IhGCERR08lYAHuQqxhZkr_ymYoPEX-7iwzI-llgGmoNp4vM1Pwf_/w294-h400-rw/n1092.jpg
 الأغلاط اللغوية والنحوية (في الكتب والرسائل الجامعية)	 الأستاذ الدكتور أسعد محمد على النجار		 دار صفاء للطباعة والنشر والتوزيع	 الأردن	 1444هـ ، 2023مم	 الأولى	 1 	 208 	https://www.lisanarb.com/2024/05/pdf_30.html	https://archive.org/download/lis_n109/lisanarb.com_n1905.pdf https://archive.org/download/lis_n109/lisanarb.com_n1906.pdf  https://archive.org/stream/lis_n109/lisanarb.com_n1905#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhZQW3XESlvOf8b3ChVU7wWXdLVjdWPIByqCtqKvsqPEuDIN6qMzgafLMxqTSJhIxJoStHW458uohzCskGmylOJtbD0GfQ_cslfTNibRzU1A-Iuqi97rgv9gAcfQ9owHECQfNXknkqZ_39dhrIZ7E4vX0Yrk_JBfK7pxj1etwM4r4ZIsRVkEN1YvoJj/w318-h400-rw/n1091.jpg
 الدرس التطبيقي بإستراتيجات التعلم النشط (الهمزة المتطرفة)	 المعلمة ليلى حمادى الشريف		 مكتبة لسان العرب		 2019م	 الأولى 	 1 	 55 	https://www.lisanarb.com/2024/05/pdf_79.html	https://archive.org/download/lis_j16/lisanarb.com_j1604.pdf https://archive.org/download/lis_gd52/lis_gd5208.pdf  https://archive.org/stream/lis_j16/lisanarb.com_j1604#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhhnah0QUBXr9EQsC2J3dFJSQ3NMJNYq3pNzVTeGoc8J8mhw38IC4-KuDlxltahyphenhyphen4dWc3bnq0v72n4MsHn9YPEF-yfYjUgmxoN0K6DqtS541nJ1s0G0YelK3fvIIckzIMRX34w-sklInCCIiewMs5mV-kpxIgNzWqsZmihnd97Nqcg-yYoxfWr2bJh1/w400-h254-rw/j126.jpg
 الخلاصة فى متن الآجرومية ؛ مع الشرح	 ▫️		 مكتبة لسان العرب		 2022م	 الأولى 	 1 	 220 	https://www.lisanarb.com/2024/05/pdf_36.html	 https://archive.org/download/lis_j16/lisanarb.com_j1603.pdf https://archive.org/download/lis_gd59/lis_gd5902.pdf  https://archive.org/stream/lis_j16/lisanarb.com_j1603#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj5B7HB9w-rf4grf1HMpCPLBikBAbVWRPD9Nl9YiSBctqaAN7sW1Tjo47777choO11o2K-2XaYpMkQ4OdPdE264gwmQXkFp-k5tWuQXj19rSmG-U_05hRqb9MJO6-sKP4A4zATiYtZenxZ2LLVjjiADxCm3T7xCuC8RB9tqmmq9GlaZptlMlCGcc3up/w400-h300-rw/j125.jpg
 الخلاصة فى النحو ؛ السلسلة الذهبية فى اللغة العربية	 ▫️		 مكتبة لسان العرب		 2020م	 الأولى 	 1 	 19 	https://www.lisanarb.com/2024/05/pdf_17.html	https://archive.org/download/lis_j16/lisanarb.com_j1601.pdf https://archive.org/download/lis_gr20/lis_gr2004.pdf  https://archive.org/stream/lis_j16/lisanarb.com_j1601#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEixjkumD-4iZB1JoBxzTH7vPOP0IWdnkPzyYQ-qtbfB1-lZvgTFr-5yC_BkTtdwChLHnx1W1ZSeJiAmMTZ13SA2iRAwNxEe6nMfuqIhAUKoAGCSp8Okzw7bYYIhEgFuK0pMRGW2rPzyiUrQLNnD8wxIwSlpOy3Aad0EpjF7khvJS1Rd_jWmUzNMiuc7/w286-h400-rw/j124.jpg
 التعامل مع الزوجة فى السنة النبوية	 نبراس الصالحين		 نبراس الصالحين الدعوية		 2018م	 الأولى	 1 	 25 	https://www.lisanarb.com/2024/05/pdf_19.html	https://archive.org/download/lis_j16/lisanarb.com_j1608.pdf https://archive.org/download/lis_gd53/lis_gd5304.pdf  https://archive.org/stream/lis_j16/lisanarb.com_j1608#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjDtpG1wFX5mxubc9-AnaitwWQPRdfSHkGjbnY8gJG-QzoT0fkOn_vV3PWMgnLaDaJflmJf3N8QGNk-c9S6NqLsvSm8GqYUiC20ZaOialTn2ulMOhKaCGwo8sH8m6fEhKe3zxUNhRpsURvlwjNSsONjs1Hh2PmoEzxpPlOwVPdSdkRZ4v2liT-0sZl2/w400-h400-rw/j123.jpg
 إعراب المفردات (57 فائدة في الإعراب)	 ▫️		 مكتبة لسان العرب		 2019م	 الأولى	 1 	 61 	https://www.lisanarb.com/2024/05/57-pdf.html	https://archive.org/download/lis_j13/lisanarb.com_j1301.pdf https://archive.org/download/lis_gd012/lis_gd1202.pdf  https://archive.org/stream/lis_j13/lisanarb.com_j1301#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgZjz0Bg63N_51UHgo00Jb_xkMUGCeqfTtbPaoe_fYOZGTDnpnpRpFHLYVS3OTq14IWPCHtOPdtlfx0Ju8peYxrUz4IUKTnULlSOCgNLWRbW-TrXEN91ev1ZE6T7uXiQKVKaXVbzXfzGXyyQshWiyD58EiBcJoSn6krLk674-McgHKOk1XIJu1LdcNx/w400-h304-rw/j122.jpg
 مبادئ الفلسفة (ط هنداوى)	 أ. س. رابوبرت		 مؤسسة هنداوي للتعليم والثقافة	 القاهرة	 2013م	 الأولى	 1 	 140 	https://www.lisanarb.com/2024/05/pdf_11.html	https://archive.org/download/lis_m147/lisanarb.com_m4709.pdf https://archive.org/download/lis_ak83/lis_ak8312.pdf  https://archive.org/stream/lis_m147/lisanarb.com_m4709#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjjLt90IS6uGYdCtK5BgfKe2KAYnI2rcFtCt9TlquyH3-V6qJzbSyEYBEy6jAbd_ypRwK8Wzw7wpRe75Ko6W9tKz2GYkY1IzIb2ltu0rRjVVFvBsqLQAQNNeJ_wSmDMdURoI7KSMvms0Ie07_4Vra0K1Rlo2tE8aUba7nbVN2DNfkwZ3lRMi1Tz319Z/w294-h400-rw/tDw008.jpg
 مبادئ الفلسفة (ط البندقية)	 الدكتور أناتول رابوبرت		 منشورات البندقية للنشر والتوزيع	 القاهرة‬ 	 2017م	 الأولى	 1 	 214 	https://www.lisanarb.com/2024/05/pdf_99.html	 https://archive.org/download/lis_m144/lisanarb.com_m4406.pdf  https://archive.org/stream/lis_m144/lisanarb.com_m4406#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgIOXGqTmuWsQei-lP7Zs8yvZD3YSVgI-S41o7levXjXEX4NBJkBKSDKlC0LF2f8LBfjUFlaMeP75y_8hyc8J1PZgfJydkXMlIx_aS75jjNl79NQGkKxcW5TtmUazs2ZGi2rVcD_D3SCHr6fDsES8iFN3a8uchMaP2XfclZUVDlY5hsWLJTDjJxXd_d/w294-h400-rw/tDw007.jpg
